Vardas         Pavarde        Galutinis vid. 
Vardas3160     Pavarde3160     4.84
Vardas3162     Pavarde3162      1.8
Vardas3164     Pavarde3164     2.28
Vardas3166     Pavarde3166     3.76
Vardas3173     Pavarde3173     4.16
Vardas3175     Pavarde3175      2.4
Vardas3179     Pavarde3179     2.64
Vardas3180     Pavarde3180     4.56
Vardas3183     Pavarde3183     2.84
Vardas3185     Pavarde3185     3.28
Vardas3186     Pavarde3186     3.64
Vardas3187     Pavarde3187     4.36
Vardas3190     Pavarde3190      3.4
Vardas3191     Pavarde3191     3.72
Vardas3196     Pavarde3196     2.52
Vardas3198     Pavarde3198     4.88
Vardas3199     Pavarde3199     2.84
Vardas3204     Pavarde3204     2.76
Vardas3205     Pavarde3205     4.24
Vardas3208     Pavarde3208     2.04
Vardas3209     Pavarde3209     3.76
Vardas3210     Pavarde3210     3.76
Vardas3213     Pavarde3213     4.68
Vardas3214     Pavarde3214     3.12
Vardas3215     Pavarde3215     2.04
Vardas3216     Pavarde3216     2.96
Vardas3217     Pavarde3217     4.76
Vardas3218     Pavarde3218     3.28
Vardas3219     Pavarde3219      3.2
Vardas3221     Pavarde3221     4.88
Vardas3222     Pavarde3222        4
Vardas3223     Pavarde3223     4.08
Vardas3225     Pavarde3225     3.32
Vardas3228     Pavarde3228     4.44
Vardas3230     Pavarde3230      3.4
Vardas3232     Pavarde3232     3.96
Vardas3241     Pavarde3241     4.32
Vardas3242     Pavarde3242     2.12
Vardas3248     Pavarde3248      3.6
Vardas3255     Pavarde3255     4.16
Vardas3261     Pavarde3261     4.88
Vardas3262     Pavarde3262     4.76
Vardas3263     Pavarde3263        4
Vardas3267     Pavarde3267        3
Vardas3268     Pavarde3268     4.64
Vardas3271     Pavarde3271     3.56
Vardas3273     Pavarde3273     4.48
Vardas3274     Pavarde3274     3.52
Vardas3276     Pavarde3276     2.36
Vardas3279     Pavarde3279      2.6
Vardas3281     Pavarde3281     3.16
Vardas3285     Pavarde3285     2.52
Vardas3287     Pavarde3287      3.4
Vardas3290     Pavarde3290     3.32
Vardas3291     Pavarde3291     3.88
Vardas3296     Pavarde3296     2.52
Vardas3306     Pavarde3306     2.64
Vardas3308     Pavarde3308     3.24
Vardas3309     Pavarde3309     3.12
Vardas3312     Pavarde3312     4.08
Vardas3314     Pavarde3314     3.32
Vardas3315     Pavarde3315     3.08
Vardas3318     Pavarde3318     4.52
Vardas3321     Pavarde3321     3.04
Vardas3322     Pavarde3322     3.12
Vardas3323     Pavarde3323      3.2
Vardas3325     Pavarde3325     3.48
Vardas3330     Pavarde3330      4.4
Vardas3337     Pavarde3337     3.04
Vardas3340     Pavarde3340      4.8
Vardas3343     Pavarde3343     2.88
Vardas3345     Pavarde3345     4.24
Vardas3347     Pavarde3347     2.04
Vardas3349     Pavarde3349     3.96
Vardas3351     Pavarde3351     4.96
Vardas3353     Pavarde3353     4.48
Vardas3355     Pavarde3355     4.68
Vardas3357     Pavarde3357      4.8
Vardas3358     Pavarde3358     3.32
Vardas3361     Pavarde3361        4
Vardas3362     Pavarde3362      2.2
Vardas3363     Pavarde3363     2.96
Vardas3367     Pavarde3367     3.04
Vardas3369     Pavarde3369      2.6
Vardas3370     Pavarde3370     3.32
Vardas3372     Pavarde3372     4.96
Vardas3378     Pavarde3378     3.64
Vardas3380     Pavarde3380     2.36
Vardas3383     Pavarde3383     2.04
Vardas3384     Pavarde3384     2.24
Vardas3385     Pavarde3385     4.68
Vardas3387     Pavarde3387     4.04
Vardas3388     Pavarde3388      2.2
Vardas3395     Pavarde3395     1.88
Vardas3396     Pavarde3396     4.24
Vardas3398     Pavarde3398     4.64
Vardas3403     Pavarde3403     3.92
Vardas3404     Pavarde3404      2.6
Vardas3406     Pavarde3406     3.68
Vardas3407     Pavarde3407     3.28
Vardas3408     Pavarde3408     4.52
Vardas3412     Pavarde3412      2.8
Vardas3413     Pavarde3413        4
Vardas3416     Pavarde3416      3.8
Vardas3420     Pavarde3420     3.08
Vardas3430     Pavarde3430     4.32
Vardas3431     Pavarde3431     2.68
Vardas3432     Pavarde3432     3.16
Vardas3434     Pavarde3434      4.8
Vardas3441     Pavarde3441     3.64
Vardas3442     Pavarde3442     3.36
Vardas3443     Pavarde3443     3.84
Vardas3447     Pavarde3447        3
Vardas3449     Pavarde3449     3.72
Vardas3454     Pavarde3454     4.52
Vardas3455     Pavarde3455     3.52
Vardas3459     Pavarde3459      2.8
Vardas3461     Pavarde3461     4.12
Vardas3462     Pavarde3462     2.92
Vardas3464     Pavarde3464      3.6
Vardas3471     Pavarde3471     3.48
Vardas3472     Pavarde3472     3.48
Vardas3477     Pavarde3477     2.56
Vardas3478     Pavarde3478     4.92
Vardas3479     Pavarde3479      3.6
Vardas3482     Pavarde3482     4.04
Vardas3484     Pavarde3484      3.6
Vardas3485     Pavarde3485     4.88
Vardas3492     Pavarde3492     2.36
Vardas3493     Pavarde3493     4.32
Vardas3495     Pavarde3495     4.68
Vardas3497     Pavarde3497     4.96
Vardas3499     Pavarde3499     3.92
Vardas3502     Pavarde3502      3.8
Vardas3504     Pavarde3504     4.96
Vardas3508     Pavarde3508     4.52
Vardas3510     Pavarde3510     4.24
Vardas3512     Pavarde3512     2.12
Vardas3513     Pavarde3513        4
Vardas3515     Pavarde3515     4.24
Vardas3519     Pavarde3519     3.08
Vardas3521     Pavarde3521     3.68
Vardas3522     Pavarde3522     3.44
Vardas3524     Pavarde3524     3.08
Vardas3526     Pavarde3526      2.6
Vardas3527     Pavarde3527     4.44
Vardas3535     Pavarde3535     2.92
Vardas3536     Pavarde3536     3.84
Vardas3541     Pavarde3541     3.24
Vardas3543     Pavarde3543     4.24
Vardas3545     Pavarde3545     3.36
Vardas3546     Pavarde3546     2.44
Vardas3547     Pavarde3547     4.28
Vardas3548     Pavarde3548      3.4
Vardas3551     Pavarde3551     3.88
Vardas3552     Pavarde3552     4.28
Vardas3553     Pavarde3553     3.88
Vardas3555     Pavarde3555     3.92
Vardas3556     Pavarde3556     1.96
Vardas3558     Pavarde3558     4.88
Vardas3561     Pavarde3561     4.68
Vardas3562     Pavarde3562     4.96
Vardas3564     Pavarde3564     3.88
Vardas3569     Pavarde3569     4.92
Vardas3570     Pavarde3570     4.24
Vardas3571     Pavarde3571     4.08
Vardas3573     Pavarde3573     3.04
Vardas3574     Pavarde3574     3.48
Vardas3576     Pavarde3576      2.6
Vardas3577     Pavarde3577     2.44
Vardas3580     Pavarde3580     3.56
Vardas3584     Pavarde3584     1.72
Vardas3585     Pavarde3585     3.76
Vardas3587     Pavarde3587     4.92
Vardas3592     Pavarde3592     4.12
Vardas3597     Pavarde3597      4.4
Vardas3599     Pavarde3599     3.44
Vardas3600     Pavarde3600     3.76
Vardas3609     Pavarde3609     2.52
Vardas3611     Pavarde3611      4.2
Vardas3612     Pavarde3612     2.76
Vardas3614     Pavarde3614     2.48
Vardas3618     Pavarde3618     3.32
Vardas3621     Pavarde3621     4.64
Vardas3625     Pavarde3625      3.8
Vardas3626     Pavarde3626     4.32
Vardas3628     Pavarde3628     3.44
Vardas3629     Pavarde3629     4.56
Vardas3631     Pavarde3631     4.68
Vardas3634     Pavarde3634     3.52
Vardas3639     Pavarde3639        4
Vardas3640     Pavarde3640     2.48
Vardas3642     Pavarde3642     3.12
Vardas3644     Pavarde3644     3.12
Vardas3647     Pavarde3647     4.76
Vardas3648     Pavarde3648     3.72
Vardas3649     Pavarde3649     4.36
Vardas3654     Pavarde3654     4.16
Vardas3658     Pavarde3658        4
Vardas3660     Pavarde3660        4
Vardas3661     Pavarde3661        3
Vardas3662     Pavarde3662      4.8
Vardas3674     Pavarde3674     3.96
Vardas3675     Pavarde3675     4.64
Vardas3676     Pavarde3676     4.96
Vardas3682     Pavarde3682     3.88
Vardas3684     Pavarde3684     3.96
Vardas3689     Pavarde3689     4.08
Vardas3691     Pavarde3691     2.76
Vardas3692     Pavarde3692     3.44
Vardas3694     Pavarde3694      2.2
Vardas3702     Pavarde3702     2.76
Vardas3706     Pavarde3706     3.12
Vardas3707     Pavarde3707     4.28
Vardas3708     Pavarde3708      3.8
Vardas3710     Pavarde3710     3.28
Vardas3711     Pavarde3711     4.12
Vardas3712     Pavarde3712     4.96
Vardas3716     Pavarde3716     3.52
Vardas3717     Pavarde3717      3.2
Vardas3719     Pavarde3719     4.16
Vardas3720     Pavarde3720     4.92
Vardas3721     Pavarde3721     4.48
Vardas3727     Pavarde3727        3
Vardas3730     Pavarde3730     4.92
Vardas3731     Pavarde3731     2.44
Vardas3740     Pavarde3740      2.8
Vardas3743     Pavarde3743     2.52
Vardas3748     Pavarde3748     3.88
Vardas3749     Pavarde3749     3.16
Vardas3750     Pavarde3750     4.92
Vardas3752     Pavarde3752     3.88
Vardas3753     Pavarde3753     3.44
Vardas3756     Pavarde3756      3.4
Vardas3757     Pavarde3757     3.24
Vardas3761     Pavarde3761     3.32
Vardas3763     Pavarde3763     2.76
Vardas3764     Pavarde3764      3.6
Vardas3765     Pavarde3765     4.84
Vardas3766     Pavarde3766     3.76
Vardas3767     Pavarde3767      1.8
Vardas3768     Pavarde3768     3.96
Vardas3769     Pavarde3769     4.32
Vardas3770     Pavarde3770     4.12
Vardas3771     Pavarde3771     4.64
Vardas3772     Pavarde3772     3.24
Vardas3773     Pavarde3773     4.68
Vardas3774     Pavarde3774     3.88
Vardas3776     Pavarde3776     2.52
Vardas3778     Pavarde3778     4.48
Vardas3779     Pavarde3779     3.32
Vardas3782     Pavarde3782     3.32
Vardas3785     Pavarde3785     4.96
Vardas3789     Pavarde3789     4.28
Vardas3791     Pavarde3791     4.12
Vardas3792     Pavarde3792     3.92
Vardas3796     Pavarde3796     4.92
Vardas3797     Pavarde3797      3.8
Vardas3802     Pavarde3802     4.56
Vardas3803     Pavarde3803      4.4
Vardas3804     Pavarde3804     4.96
Vardas3805     Pavarde3805        3
Vardas3807     Pavarde3807      4.4
Vardas3810     Pavarde3810     2.52
Vardas3813     Pavarde3813     4.72
Vardas3819     Pavarde3819     4.64
Vardas3821     Pavarde3821     3.04
Vardas3822     Pavarde3822      4.4
Vardas3823     Pavarde3823     3.64
Vardas3825     Pavarde3825     2.36
Vardas3826     Pavarde3826     2.52
Vardas3827     Pavarde3827     3.24
Vardas3829     Pavarde3829     3.12
Vardas3833     Pavarde3833     4.56
Vardas3834     Pavarde3834     4.52
Vardas3837     Pavarde3837     4.32
Vardas3838     Pavarde3838     4.92
Vardas3841     Pavarde3841     4.16
Vardas3847     Pavarde3847     3.36
Vardas3848     Pavarde3848     3.52
Vardas3849     Pavarde3849      2.8
Vardas3850     Pavarde3850     3.52
Vardas3851     Pavarde3851      2.2
Vardas3853     Pavarde3853     4.52
Vardas3854     Pavarde3854     4.36
Vardas3858     Pavarde3858      4.2
Vardas3860     Pavarde3860      2.8
Vardas3861     Pavarde3861     3.08
Vardas3863     Pavarde3863     2.76
Vardas3864     Pavarde3864     3.44
Vardas3869     Pavarde3869     3.44
Vardas3873     Pavarde3873     4.04
Vardas3876     Pavarde3876     1.72
Vardas3880     Pavarde3880     4.48
Vardas3882     Pavarde3882     3.64
Vardas3884     Pavarde3884     3.64
Vardas3886     Pavarde3886     4.16
Vardas3891     Pavarde3891     3.68
Vardas3893     Pavarde3893     4.36
Vardas3896     Pavarde3896     3.44
Vardas3897     Pavarde3897     4.12
Vardas3899     Pavarde3899     4.28
Vardas3900     Pavarde3900        3
Vardas3903     Pavarde3903     3.44
Vardas3904     Pavarde3904     4.56
Vardas3908     Pavarde3908     3.04
Vardas3909     Pavarde3909     3.12
Vardas3910     Pavarde3910     4.52
Vardas3911     Pavarde3911     2.72
Vardas3913     Pavarde3913     3.44
Vardas3914     Pavarde3914     3.68
Vardas3922     Pavarde3922      3.6
Vardas3923     Pavarde3923     4.68
Vardas3925     Pavarde3925     3.28
Vardas3927     Pavarde3927      3.4
Vardas3932     Pavarde3932     3.24
Vardas3933     Pavarde3933     4.44
Vardas3936     Pavarde3936     2.12
Vardas3940     Pavarde3940     3.92
Vardas3948     Pavarde3948     3.16
Vardas3950     Pavarde3950      2.6
Vardas3952     Pavarde3952     4.28
Vardas3960     Pavarde3960     4.48
Vardas3962     Pavarde3962     3.52
Vardas3963     Pavarde3963     4.92
Vardas3965     Pavarde3965     2.52
Vardas3969     Pavarde3969     4.72
Vardas3971     Pavarde3971     4.84
Vardas3978     Pavarde3978     3.92
Vardas3980     Pavarde3980        3
Vardas3981     Pavarde3981     3.88
Vardas3983     Pavarde3983     3.16
Vardas3985     Pavarde3985     4.92
Vardas3986     Pavarde3986     3.92
Vardas3987     Pavarde3987     3.44
Vardas3988     Pavarde3988     3.96
Vardas3995     Pavarde3995     3.48
Vardas4003     Pavarde4003      3.6
Vardas4010     Pavarde4010      4.2
Vardas4012     Pavarde4012     3.52
Vardas4014     Pavarde4014     3.24
Vardas4015     Pavarde4015     2.28
Vardas4017     Pavarde4017     3.48
Vardas4018     Pavarde4018     4.04
Vardas4019     Pavarde4019      3.2
Vardas4022     Pavarde4022        4
Vardas4023     Pavarde4023      4.6
Vardas4025     Pavarde4025     4.04
Vardas4029     Pavarde4029     2.76
Vardas4031     Pavarde4031     4.28
Vardas4035     Pavarde4035     3.48
Vardas4036     Pavarde4036     4.76
Vardas4037     Pavarde4037      4.6
Vardas4038     Pavarde4038     3.76
Vardas4039     Pavarde4039     3.68
Vardas4040     Pavarde4040     4.64
Vardas4044     Pavarde4044      3.2
Vardas4045     Pavarde4045     3.04
Vardas4047     Pavarde4047     4.12
Vardas4048     Pavarde4048     4.84
Vardas4051     Pavarde4051     3.36
Vardas4053     Pavarde4053     3.88
Vardas4055     Pavarde4055     3.32
Vardas4056     Pavarde4056     4.44
Vardas4057     Pavarde4057     3.68
Vardas4062     Pavarde4062        3
Vardas4063     Pavarde4063     3.16
Vardas4065     Pavarde4065      4.6
Vardas4067     Pavarde4067     2.44
Vardas4072     Pavarde4072     2.92
Vardas4073     Pavarde4073        4
Vardas4075     Pavarde4075      3.6
Vardas4079     Pavarde4079     3.56
Vardas4083     Pavarde4083     4.96
Vardas4084     Pavarde4084     4.28
Vardas4087     Pavarde4087     2.52
Vardas4089     Pavarde4089     3.48
Vardas4090     Pavarde4090     4.52
Vardas4091     Pavarde4091     4.64
Vardas4092     Pavarde4092     3.92
Vardas4099     Pavarde4099     3.88
Vardas4106     Pavarde4106     4.36
Vardas4115     Pavarde4115     3.12
Vardas4116     Pavarde4116     3.88
Vardas4117     Pavarde4117      3.8
Vardas4119     Pavarde4119     3.08
Vardas4120     Pavarde4120     2.96
Vardas4121     Pavarde4121     3.72
Vardas4123     Pavarde4123      3.2
Vardas4124     Pavarde4124     3.68
Vardas4125     Pavarde4125     2.84
Vardas4127     Pavarde4127     2.84
Vardas4140     Pavarde4140     3.32
Vardas4141     Pavarde4141     3.24
Vardas4144     Pavarde4144     2.44
Vardas4145     Pavarde4145     3.28
Vardas4148     Pavarde4148     4.36
Vardas4149     Pavarde4149     2.48
Vardas4150     Pavarde4150     2.36
Vardas4151     Pavarde4151     4.84
Vardas4152     Pavarde4152     3.52
Vardas4156     Pavarde4156     4.96
Vardas4157     Pavarde4157     3.12
Vardas4158     Pavarde4158      4.6
Vardas4159     Pavarde4159     2.12
Vardas4161     Pavarde4161     3.12
Vardas4165     Pavarde4165     2.44
Vardas4167     Pavarde4167     3.72
Vardas4174     Pavarde4174      3.6
Vardas4175     Pavarde4175        4
Vardas4181     Pavarde4181     2.96
Vardas4185     Pavarde4185     4.12
Vardas4186     Pavarde4186      4.8
Vardas4188     Pavarde4188     4.32
Vardas4189     Pavarde4189     3.32
Vardas4192     Pavarde4192     4.16
Vardas4196     Pavarde4196     4.96
Vardas4197     Pavarde4197     4.08
Vardas4200     Pavarde4200     4.96
Vardas4201     Pavarde4201      4.6
Vardas4206     Pavarde4206     4.44
Vardas4210     Pavarde4210      3.6
Vardas4211     Pavarde4211     3.04
Vardas4213     Pavarde4213     3.44
Vardas4214     Pavarde4214      2.8
Vardas4222     Pavarde4222     3.32
Vardas4224     Pavarde4224     3.72
Vardas4225     Pavarde4225     3.44
Vardas4226     Pavarde4226      3.8
Vardas4228     Pavarde4228     4.64
Vardas4230     Pavarde4230     3.56
Vardas4233     Pavarde4233     4.56
Vardas4236     Pavarde4236     3.96
Vardas4238     Pavarde4238     2.28
Vardas4240     Pavarde4240     3.04
Vardas4243     Pavarde4243     4.92
Vardas4244     Pavarde4244     3.76
Vardas4245     Pavarde4245     4.68
Vardas4246     Pavarde4246     3.44
Vardas4248     Pavarde4248     3.92
Vardas4251     Pavarde4251     3.28
Vardas4253     Pavarde4253     4.84
Vardas4254     Pavarde4254     4.96
Vardas4256     Pavarde4256     3.32
Vardas4257     Pavarde4257        3
Vardas4259     Pavarde4259     3.68
Vardas4263     Pavarde4263        3
Vardas4264     Pavarde4264      4.6
Vardas4265     Pavarde4265     1.48
Vardas4269     Pavarde4269     2.28
Vardas4272     Pavarde4272     4.08
Vardas4274     Pavarde4274     3.76
Vardas4276     Pavarde4276     2.76
Vardas4277     Pavarde4277     4.24
Vardas4278     Pavarde4278     4.36
Vardas4283     Pavarde4283     3.24
Vardas4287     Pavarde4287     4.48
Vardas4289     Pavarde4289     4.92
Vardas4292     Pavarde4292     4.84
Vardas4293     Pavarde4293     2.36
Vardas4296     Pavarde4296     2.84
Vardas4297     Pavarde4297      3.8
Vardas4299     Pavarde4299     4.36
Vardas4300     Pavarde4300     2.96
Vardas4301     Pavarde4301     2.84
Vardas4305     Pavarde4305      2.8
Vardas4310     Pavarde4310     4.04
Vardas4313     Pavarde4313     2.76
Vardas4314     Pavarde4314      4.4
Vardas4317     Pavarde4317     3.32
Vardas4318     Pavarde4318      4.8
Vardas4319     Pavarde4319     3.68
Vardas4320     Pavarde4320     2.92
Vardas4321     Pavarde4321      4.4
Vardas4326     Pavarde4326     3.76
Vardas4328     Pavarde4328      4.4
Vardas4329     Pavarde4329      2.8
Vardas4333     Pavarde4333     2.28
Vardas4335     Pavarde4335        3
Vardas4337     Pavarde4337     4.84
Vardas4339     Pavarde4339     3.92
Vardas4340     Pavarde4340     3.04
Vardas4341     Pavarde4341      2.8
Vardas4344     Pavarde4344     2.28
Vardas4345     Pavarde4345     4.72
Vardas4346     Pavarde4346     4.08
Vardas4348     Pavarde4348     4.68
Vardas4349     Pavarde4349     3.84
Vardas4352     Pavarde4352     3.48
Vardas4355     Pavarde4355     4.28
Vardas4358     Pavarde4358     4.24
Vardas4360     Pavarde4360     3.28
Vardas4363     Pavarde4363     3.04
Vardas4364     Pavarde4364     2.04
Vardas4365     Pavarde4365      2.8
Vardas4367     Pavarde4367     3.44
Vardas4368     Pavarde4368     4.32
Vardas4374     Pavarde4374     3.24
Vardas4375     Pavarde4375     3.92
Vardas4380     Pavarde4380      3.8
Vardas4384     Pavarde4384      4.8
Vardas4387     Pavarde4387     4.84
Vardas4391     Pavarde4391     4.24
Vardas4394     Pavarde4394     3.76
Vardas4396     Pavarde4396     4.92
Vardas4397     Pavarde4397     2.88
Vardas4399     Pavarde4399     3.64
Vardas4402     Pavarde4402     3.48
Vardas4405     Pavarde4405     2.72
Vardas4412     Pavarde4412     4.56
Vardas4413     Pavarde4413     4.44
Vardas4415     Pavarde4415     3.04
Vardas4416     Pavarde4416     4.84
Vardas4421     Pavarde4421     4.96
Vardas4423     Pavarde4423     3.48
Vardas4424     Pavarde4424     3.24
Vardas4426     Pavarde4426        4
Vardas4429     Pavarde4429     4.04
Vardas4433     Pavarde4433     3.96
Vardas4434     Pavarde4434     4.48
Vardas4436     Pavarde4436     2.72
Vardas4437     Pavarde4437     3.08
Vardas4438     Pavarde4438      2.4
Vardas4440     Pavarde4440     3.52
Vardas4442     Pavarde4442     2.96
Vardas4445     Pavarde4445     3.12
Vardas4451     Pavarde4451     3.36
Vardas4460     Pavarde4460     4.36
Vardas4465     Pavarde4465      3.4
Vardas4466     Pavarde4466     2.68
Vardas4468     Pavarde4468     3.32
Vardas4470     Pavarde4470      4.6
Vardas4473     Pavarde4473     2.96
Vardas4477     Pavarde4477      4.8
Vardas4478     Pavarde4478     4.32
Vardas4479     Pavarde4479     4.56
Vardas4482     Pavarde4482     3.64
Vardas4483     Pavarde4483     4.28
Vardas4484     Pavarde4484     2.44
Vardas4485     Pavarde4485     3.88
Vardas4488     Pavarde4488     2.96
Vardas4499     Pavarde4499     4.08
Vardas4502     Pavarde4502     4.16
Vardas4503     Pavarde4503     3.76
Vardas4507     Pavarde4507     4.48
Vardas4508     Pavarde4508     3.96
Vardas4509     Pavarde4509     3.48
Vardas4511     Pavarde4511     3.84
Vardas4513     Pavarde4513     2.88
Vardas4517     Pavarde4517      4.4
Vardas4518     Pavarde4518      4.2
Vardas4519     Pavarde4519     4.84
Vardas4521     Pavarde4521     1.88
Vardas4523     Pavarde4523     3.08
Vardas4524     Pavarde4524     3.92
Vardas4532     Pavarde4532     4.08
Vardas4534     Pavarde4534     2.92
Vardas4536     Pavarde4536     3.96
Vardas4538     Pavarde4538      4.4
Vardas4542     Pavarde4542        4
Vardas4543     Pavarde4543     4.12
Vardas4544     Pavarde4544     4.68
Vardas4548     Pavarde4548     3.92
Vardas4553     Pavarde4553     2.28
Vardas4557     Pavarde4557     2.12
Vardas4559     Pavarde4559     3.24
Vardas4560     Pavarde4560      4.4
Vardas4564     Pavarde4564     2.68
Vardas4565     Pavarde4565     4.16
Vardas4566     Pavarde4566     4.52
Vardas4570     Pavarde4570     3.32
Vardas4571     Pavarde4571     4.44
Vardas4572     Pavarde4572     4.64
Vardas4574     Pavarde4574     4.52
Vardas4575     Pavarde4575     4.76
Vardas4577     Pavarde4577     3.44
Vardas4578     Pavarde4578     2.68
Vardas4579     Pavarde4579     4.04
Vardas4582     Pavarde4582     4.96
Vardas4584     Pavarde4584     4.68
Vardas4586     Pavarde4586      4.2
Vardas4591     Pavarde4591     2.76
Vardas4592     Pavarde4592      4.2
Vardas4594     Pavarde4594        4
Vardas4596     Pavarde4596     2.76
Vardas4598     Pavarde4598     4.52
Vardas4601     Pavarde4601      2.2
Vardas4602     Pavarde4602      2.4
Vardas4603     Pavarde4603     2.28
Vardas4604     Pavarde4604     3.88
Vardas4605     Pavarde4605     2.92
Vardas4607     Pavarde4607     4.32
Vardas4610     Pavarde4610     4.04
Vardas4616     Pavarde4616     3.08
Vardas4621     Pavarde4621     3.56
Vardas4626     Pavarde4626     2.84
Vardas4637     Pavarde4637     4.44
Vardas4638     Pavarde4638     4.64
Vardas4639     Pavarde4639      3.8
Vardas4641     Pavarde4641     3.44
Vardas4644     Pavarde4644     3.12
Vardas4646     Pavarde4646     4.84
Vardas4647     Pavarde4647      3.4
Vardas4648     Pavarde4648     3.32
Vardas4650     Pavarde4650     3.56
Vardas4658     Pavarde4658     3.48
Vardas4659     Pavarde4659     4.64
Vardas4660     Pavarde4660     2.52
Vardas4670     Pavarde4670     3.24
Vardas4674     Pavarde4674     4.16
Vardas4677     Pavarde4677     3.16
Vardas4681     Pavarde4681     2.84
Vardas4685     Pavarde4685     4.56
Vardas4691     Pavarde4691     4.44
Vardas4692     Pavarde4692      4.4
Vardas4694     Pavarde4694        3
Vardas4696     Pavarde4696      4.8
Vardas4698     Pavarde4698     1.96
Vardas4699     Pavarde4699     3.72
Vardas4700     Pavarde4700     2.84
Vardas4702     Pavarde4702     3.84
Vardas4703     Pavarde4703      3.6
Vardas4705     Pavarde4705     3.52
Vardas4706     Pavarde4706     4.24
Vardas4707     Pavarde4707     4.96
Vardas4712     Pavarde4712        4
Vardas4713     Pavarde4713     3.72
Vardas4714     Pavarde4714     2.44
Vardas4717     Pavarde4717     4.04
Vardas4723     Pavarde4723      4.4
Vardas4724     Pavarde4724     3.96
Vardas4727     Pavarde4727     4.48
Vardas4728     Pavarde4728     3.68
Vardas4731     Pavarde4731     4.16
Vardas4732     Pavarde4732        4
Vardas4733     Pavarde4733     2.96
Vardas4734     Pavarde4734     4.44
Vardas4735     Pavarde4735     3.96
Vardas4736     Pavarde4736     3.28
Vardas4737     Pavarde4737     2.28
Vardas4738     Pavarde4738     2.76
Vardas4746     Pavarde4746      3.6
Vardas4747     Pavarde4747     2.56
Vardas4748     Pavarde4748     2.84
Vardas4751     Pavarde4751      2.6
Vardas4755     Pavarde4755     1.72
Vardas4756     Pavarde4756     3.28
Vardas4757     Pavarde4757      4.6
Vardas4758     Pavarde4758     4.28
Vardas4759     Pavarde4759     3.96
Vardas4761     Pavarde4761     4.96
Vardas4763     Pavarde4763     3.52
Vardas4764     Pavarde4764     4.52
Vardas4770     Pavarde4770     3.24
Vardas4772     Pavarde4772     3.52
Vardas4773     Pavarde4773     3.88
Vardas4774     Pavarde4774     4.44
Vardas4776     Pavarde4776     2.36
Vardas4780     Pavarde4780     3.36
Vardas4786     Pavarde4786     3.84
Vardas4789     Pavarde4789     4.24
Vardas4790     Pavarde4790     4.64
Vardas4792     Pavarde4792     4.28
Vardas4798     Pavarde4798     2.32
Vardas4800     Pavarde4800     2.92
Vardas4805     Pavarde4805     2.04
Vardas4807     Pavarde4807     4.88
Vardas4808     Pavarde4808     3.64
Vardas4810     Pavarde4810     3.12
Vardas4815     Pavarde4815     3.72
Vardas4818     Pavarde4818      4.8
Vardas4819     Pavarde4819     3.32
Vardas4820     Pavarde4820     3.28
Vardas4824     Pavarde4824     4.32
Vardas4828     Pavarde4828      3.2
Vardas4830     Pavarde4830     3.92
Vardas4833     Pavarde4833     4.84
Vardas4834     Pavarde4834     4.04
Vardas4835     Pavarde4835        3
Vardas4837     Pavarde4837     3.64
Vardas4838     Pavarde4838     2.92
Vardas4839     Pavarde4839     4.28
Vardas4840     Pavarde4840     3.28
Vardas4846     Pavarde4846     4.08
Vardas4848     Pavarde4848     3.72
Vardas4851     Pavarde4851     4.64
Vardas4853     Pavarde4853     3.24
Vardas4856     Pavarde4856     3.72
Vardas4857     Pavarde4857     3.04
Vardas4858     Pavarde4858     4.48
Vardas4865     Pavarde4865      3.2
Vardas4870     Pavarde4870     3.24
Vardas4871     Pavarde4871     2.12
Vardas4876     Pavarde4876     4.36
Vardas4878     Pavarde4878     3.96
Vardas4879     Pavarde4879     2.96
Vardas4885     Pavarde4885        4
Vardas4894     Pavarde4894     3.96
Vardas4896     Pavarde4896     3.08
Vardas4900     Pavarde4900     3.76
Vardas4905     Pavarde4905      3.6
Vardas4906     Pavarde4906      2.2
Vardas4908     Pavarde4908     3.52
Vardas4913     Pavarde4913     2.92
Vardas4916     Pavarde4916     2.36
Vardas4921     Pavarde4921     3.24
Vardas4922     Pavarde4922     4.08
Vardas4925     Pavarde4925     4.84
Vardas4928     Pavarde4928     3.68
Vardas4931     Pavarde4931     4.08
Vardas4933     Pavarde4933     2.72
Vardas4937     Pavarde4937        3
Vardas4943     Pavarde4943     3.36
Vardas4944     Pavarde4944     4.72
Vardas4947     Pavarde4947     2.96
Vardas4950     Pavarde4950     4.68
Vardas4952     Pavarde4952     2.48
Vardas4953     Pavarde4953     3.68
Vardas4956     Pavarde4956     4.88
Vardas4957     Pavarde4957     3.68
Vardas4958     Pavarde4958     3.68
Vardas4960     Pavarde4960      2.6
Vardas4961     Pavarde4961     3.24
Vardas4962     Pavarde4962      4.4
Vardas4966     Pavarde4966     3.48
Vardas4968     Pavarde4968     3.64
Vardas4971     Pavarde4971     3.72
Vardas4973     Pavarde4973     3.36
Vardas4974     Pavarde4974     2.28
Vardas4976     Pavarde4976     3.56
Vardas4979     Pavarde4979     4.24
Vardas4981     Pavarde4981      3.8
Vardas4987     Pavarde4987     4.16
Vardas4988     Pavarde4988     3.64
Vardas4989     Pavarde4989     2.32
Vardas4990     Pavarde4990     3.04
Vardas4991     Pavarde4991     3.84
Vardas4993     Pavarde4993      4.6
Vardas4994     Pavarde4994     4.28
